Annotation Cluster 1	Enrichment Score: 1.0929337808200892
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Cell adhesion	7	7.954545454545454	0.010244690673885918	209875_S_AT, 224263_X_AT, 229649_AT, 204639_AT, 205656_AT, 228863_AT, 219738_S_AT, 206049_AT	80	479	20581	3.7595772442588724	0.848087070134566	0.848087070134566	11.943338503464728
INTERPRO	IPR000742:Epidermal growth factor-like domain	3	3.4090909090909087	0.22120374997985104	224263_X_AT, 229649_AT, 206049_AT	72	231	18559	3.3475829725829724	1.0	1.0	95.83204651686424
UP_KEYWORDS	EGF-like domain	3	3.4090909090909087	0.23222411821745353	224263_X_AT, 229649_AT, 206049_AT	80	238	20581	3.242804621848739	1.0	0.9757643652665907	96.17636844076486

Annotation Cluster 2	Enrichment Score: 0.7207035092463232
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Mitosis	4	4.545454545454546	0.07980898249356665	229682_AT, 242828_AT, 213233_S_AT, 236257_AT, 239710_AT, 238964_AT	80	262	20581	3.927671755725191	0.9999997547143792	0.977745490718337	64.20356420269901
GOTERM_BP_DIRECT	GO:0007067~mitotic nuclear division	4	4.545454545454546	0.08486480813696723	229682_AT, 242828_AT, 213233_S_AT, 236257_AT, 239710_AT, 238964_AT	71	248	16792	3.8146297137664695	1.0	0.9935592114187745	72.23341691024055
UP_KEYWORDS	Cell division	4	4.545454545454546	0.186993261009295	229682_AT, 242828_AT, 213233_S_AT, 236257_AT, 239710_AT, 238964_AT	80	388	20581	2.6521907216494847	1.0	0.9912218382819135	92.24592806921116
GOTERM_BP_DIRECT	GO:0051301~cell division	3	3.4090909090909087	0.43032095986534913	229682_AT, 242828_AT, 236257_AT, 239710_AT, 238964_AT	71	350	16792	2.0272032193158953	1.0	0.9999988983781465	99.97053945844308
UP_KEYWORDS	Cell cycle	4	4.545454545454546	0.45717722872445354	229682_AT, 242828_AT, 213233_S_AT, 236257_AT, 239710_AT, 238964_AT	80	650	20581	1.5831538461538461	1.0	0.9815583031581498	99.94719988496274

Annotation Cluster 3	Enrichment Score: 0.6545347402571327
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding	6	6.8181818181818175	0.014991379552128245	1560201_AT, 203739_AT, 229269_X_AT, 201510_AT, 209189_AT, 228188_AT	70	355	16881	4.0758953722334	0.9244481064701008	0.9244481064701008	16.844642150774046
GOTERM_MF_DIRECT	GO:0043565~sequence-specific DNA binding	5	5.681818181818182	0.16162305155567702	1553808_A_AT, 201510_AT, 239339_AT, 209189_AT, 228188_AT	70	518	16881	2.3277716492002205	0.9999999999999191	0.9999567444603358	88.38423580772196
GOTERM_MF_DIRECT	GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding	3	3.4090909090909087	0.2510976349815462	229269_X_AT, 201510_AT, 209189_AT	70	236	16881	3.065556900726392	1.0	0.9999957176970407	97.07253598321975
GOTERM_BP_DIRECT	GO:0006357~regulation of transcription from RNA polymerase II promoter	4	4.545454545454546	0.2789690416582668	225838_AT, 201510_AT, 209189_AT, 228188_AT	71	441	16792	2.1451885918686724	1.0	0.9999472884171049	99.11354419142849
GOTERM_MF_DIRECT	GO:0003700~transcription factor activity, sequence-specific DNA binding	6	6.8181818181818175	0.35657647982593677	203739_AT, 201510_AT, 239339_AT, 209189_AT, 228188_AT, 235052_AT	70	961	16881	1.5056637431247213	1.0	0.9999997177752564	99.54145568876125
UP_KEYWORDS	DNA-binding	10	11.363636363636363	0.3879804807908519	1553808_A_AT, 235605_AT, 1560201_AT, 203739_AT, 229269_X_AT, 201510_AT, 239339_AT, 209189_AT, 228188_AT, 235052_AT	80	2050	20581	1.2549390243902439	1.0	0.9763361605877537	99.7676000723867
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	6	6.8181818181818175	0.3891209057069903	1553808_A_AT, 229269_X_AT, 201510_AT, 209189_AT, 228188_AT, 213506_AT	71	981	16792	1.446526252315114	1.0	0.9999966852198605	99.9192040353469
GOTERM_BP_DIRECT	GO:0006366~transcription from RNA polymerase II promoter	3	3.4090909090909087	0.6352305976031812	229269_X_AT, 201510_AT, 209189_AT	71	513	16792	1.383082118441644	1.0	0.9999999976279076	99.99995302641747

Annotation Cluster 4	Enrichment Score: 0.5334349281553152
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0042981~regulation of apoptotic process	4	4.545454545454546	0.05934901279460494	206674_AT, 203984_S_AT, 223920_S_AT, 225912_AT	71	213	16792	4.441446802883026	0.9999999999999751	0.9886109968282307	58.687281199611974
UP_KEYWORDS	Apoptosis	3	3.4090909090909087	0.6135116721666114	203984_S_AT, 223920_S_AT, 225912_AT	80	536	20581	1.439902052238806	1.0	0.9897260904760656	99.99920471249968
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	3	3.4090909090909087	0.6893803283222263	203984_S_AT, 223920_S_AT, 225912_AT	71	567	16792	1.251360011923392	1.0	0.9999999994811477	99.99999539207086

Annotation Cluster 5	Enrichment Score: 0.44712238926932363
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	zinc finger region:C2H2-type 5	5	5.681818181818182	0.17673228751728487	235605_AT, 1560201_AT, 203739_AT, 239339_AT, 235052_AT	81	550	20063	2.251739618406285	1.0	0.9999999982443998	92.6687550642937
UP_SEQ_FEATURE	zinc finger region:C2H2-type 1	5	5.681818181818182	0.1798886003088227	235605_AT, 1560201_AT, 203739_AT, 239339_AT, 235052_AT	81	554	20063	2.235481570619958	1.0	0.9999997988064809	93.0375403287304
GOTERM_BP_DIRECT	GO:0006351~transcription, DNA-templated	12	13.636363636363635	0.1866407583189936	1553808_A_AT, 235605_AT, 204071_S_AT, 225838_AT, 1560201_AT, 203739_AT, 239339_AT, 225912_AT, 228188_AT, 225096_AT, 235052_AT, 1553267_A_AT	71	1955	16792	1.4517056302006413	1.0	0.9994765208285005	94.94499431210737
UP_SEQ_FEATURE	zinc finger region:C2H2-type 4	5	5.681818181818182	0.20745824483387654	235605_AT, 1560201_AT, 203739_AT, 239339_AT, 235052_AT	81	588	20063	2.106219030822205	1.0	0.9999941657966313	95.60232568427057
UP_SEQ_FEATURE	zinc finger region:C2H2-type 3	5	5.681818181818182	0.24828928498686736	235605_AT, 1560201_AT, 203739_AT, 239339_AT, 235052_AT	81	636	20063	1.9472591039676994	1.0	0.9999968874847782	97.83941975022023
UP_KEYWORDS	Transcription regulation	12	13.636363636363635	0.2801818728493792	1553808_A_AT, 235605_AT, 225838_AT, 1560201_AT, 203739_AT, 201510_AT, 239339_AT, 225912_AT, 228188_AT, 225096_AT, 235052_AT, 1553267_A_AT	80	2332	20581	1.3238207547169811	1.0	0.9767198626668308	98.27618635185378
UP_SEQ_FEATURE	zinc finger region:C2H2-type 7	4	4.545454545454546	0.28117984508391813	235605_AT, 203739_AT, 239339_AT, 235052_AT	81	463	20063	2.1398821427619126	1.0	0.9999888971892773	98.81560968526684
