"","x"
"1553808_a_at",0.388761007498857
"1554007_at",0.382344809947902
"1555858_at",0.242958497957573
"1560698_a_at",0.63277973509095
"1562406_at",0.380879016992651
"1565913_at",0.395712576818136
"1569403_at",0.138796362135186
"203739_at",0.274491079116711
"204071_s_at",0.270727469807048
"204310_s_at",0.259729869502232
"205656_at",0.331915377708596
"206049_at",0.288140366847521
"208891_at",0.17869612081944
"208893_s_at",0.197075471966687
"208928_at",0.168610495177086
"209189_at",0.144110772419408
"210586_x_at",0.183614596804124
"211138_s_at",0.30933119490133
"213109_at",0.255586916995193
"213233_s_at",0.11492806617095
"213506_at",0.176028411159531
"214844_s_at",0.247779220909176
"218079_s_at",0.10003894091534
"219738_s_at",0.299155213363197
"219937_at",0.566426893996461
"220014_at",0.625180344966762
"220518_at",0.59407963626414
"222914_s_at",0.121951572182671
"225121_at",0.114539273963096
"225445_at",0.149476505058307
"225838_at",0.259928571951193
"226109_at",0.159370750936927
"226584_s_at",0.153385778495199
"226956_at",0.197063302492268
"227443_at",0.223699149241097
"228195_at",0.365713539613216
"228373_at",0.347598867971223
"228753_at",0.210344892898497
"228863_at",0.552789862647701
"229649_at",0.259723955278379
"231747_at",0.2779102349732
"234074_at",0.530216903058207
"235052_at",0.263510012885425
"235825_at",0.176844722062607
"238964_at",0.635150374430413
"239339_at",0.162345035352118
"239710_at",0.945922512558174
"239847_at",0.361529546132365
"241470_x_at",0.619265119069383
"241471_at",0.31982079854077
"241845_at",0.4560616037044
"242828_at",0.989103426638328
"243332_at",0.226490371526914
